str_no_string|NO STRING! 
str_political_philosophy_custodian|一 個 好 的 統 治 者 懂 得 創 造 條 件， 讓 城 市 繁 榮 發 展， 人 民 安 居 樂 業。 就 個 人 來 說， 我 打 算 用 我 的 財 富 去 創 造 更 多 的 財 富， 既 為 我 自 己， 也 為 公 共 的 利 益。 
str_rebellion_prior_argument_very_favorable|我 已 經 聽 到 了 一 些 支 持 你 的 候 選 人 獲 得 王 位 的 意 見， 而 我 有 意 傾 向 這 些 意 見。 
str_rebellion_prior_argument_favorable|我 已 經 聽 到 了 一 些 支 持 你 的 候 選 人 獲 得 王 位 的 意 見， 而 我 有 意 傾 向 這 些 意 見。 
str_rebellion_prior_argument_unfavorable|我 已 經 聽 到 了 一 些 支 持 你 的 候 選 人 獲 得 王 位 的 意 見， 而 我 並 不 認 可 這 些 意 見。 
str_rebellion_prior_argument_very_unfavorable|我 已 經 聽 到 了 一 些 支 持 你 的 候 選 人 獲 得 王 位 的 意 見， 但 是 我 不 同 意 其 中 大 部 分 的 意 見。 
str_rebellion_rival_martial|{s49}你 的 盟 友 {s44}曾 經 懷 疑 我 的 榮 耀 與 勇 氣。 我 好 不 容 易 得 到 了 在 戰 場 上 和 他 面 對 面 的 機 會， 並 讓 他 收 回 他 說 的 話。 
str_rebellion_rival_quarrelsome|{s49}你 在 幫 {s44}工 作。 他 是 個 狡 猾 的 狐 狸， 我 一 點 也 不 相 信 他。 
str_rebellion_rival_pitiless|{s49}你 似 乎 在 謀 求 {s44}的 幫 助— — 那 個 人 很 軟 弱， 並 且 一 點 也 不 適 合 統 治 封 地， 而 且 我 一 直 很 討 厭 那 個 人。 
str_rebellion_rival_cunning|{s49}{s44}， 那 個 人 已 經 加 入 了 你， 是 個 既 不 聽 命 令 又 愛 吵 架， 而 且 沒 有 責 任 心 的 人。 
str_rebellion_rival_sadistic|{s49}我 不 想 和 你 的 盟 友 {s44}一 起 作 戰， 那 個 人 的 道 德 表 現 令 人 惡 心。 
str_rebellion_rival_goodnatured|{s49}我 不 想 勉 強 和 {s44}在 同 一 方， 那 個 人 有 點 殘 忍 的 名 聲。 
str_rebellion_rival_upstanding|{s49}你 的 盟 友 {s44}在 我 看 來 是 個 危 險， 不 可 靠， 而 且 非 常 不 道 德 的 人。 
str_rebellion_argument_favorable|我 尊 重 你 的 一 系 列 意 見 
str_rebellion_argument_neutral|我 發 現 你 的 一 系 列 意 見 不 是 很 吸 引 人 
str_rebellion_argument_unfavorable|我 沒 有 覺 得 你 的 一 系 列 意 見 吸 引 人 
str_rebellion_persuasion_favorable|你 的 陳 述 有 說 服 力 
str_rebellion_persuasion_neutral|你 的 陳 述 有 道 理 
str_rebellion_persuasion_unfavorable|你 的 陳 述 不 令 人 相 信 
str_rebellion_relation_very_favorable|我 對 你 本 人 極 為 敬 重。 
str_rebellion_relation_favorable|我 了 解 並 且 敬 重 你 本 人。 
str_rebellion_relation_neutral|我 不 了 解 也 不 想 了 解 你。 
str_rebellion_relation_unfavorable|我 不 信 任 你。 
str_and_comma_3|此 外， 
str_but_comma_3|可 是， 
str_and_comma_1|， 並 且 
str_but_comma_1|， 但 是 
str_and_comma_2|。 而 且， 
str_but_comma_2|。 雖 然 如 此， 
str_rebellion_agree_martial|我 已 經 決 定。 我 要 支 持 {s45}作 為 合 法 的 繼 承 人。 
str_rebellion_agree_quarrelsome|啊 哈， 我 已 經 考 慮 了 很 久。 我 不 是 很 喜 歡 {s46}。 讓 我 們 去 奪 走 他 的 王 位。 
str_rebellion_agree_pitiless|不。 我 不 會 加 入 你 的 謀 反。 我 認 為 那 和 小 孩 子 發 脾 氣 沒 有 區 別， 拒 絕 一 個 {reg3?她:他} 認 為 應 該 是 {reg3?她 的:他 的} 玩 具。 我 將 堅 持 跟 著 {s46}， 他 的 統 治 能 力 得 到 過 良 好 證 明。 
str_rebellion_agree_cunning|對 不 起。 你 沒 有 給 我 相 信 你 會 勝 利 的 理 由。 許 多 人 會 死， 我 可 不 想 那 樣。 我 還 是 會 繼 續 支 持 {s46}。 
str_rebellion_agree_sadistic|不。 我 不 會 參 與 你 的 小 游 戲。 你 想 奪 取 國 王 的 位 置， 但 我 想 你 只 會 得 到 一 個 斷 頭 台 的 位 置， 而 我 會 站 在 {s46}的 旁 邊 看 著 劊 子 手 的 斧 頭 落 下。 
str_rebellion_agree_goodnatured|對 不 起。 我 不 覺 得 對 {s46}倒 戈 是 正 確 的。 不 久 我 們 就 會 在 戰 場 上 相 遇。 
str_rebellion_agree_upstanding|對 不 起。 {s45}的 主 張 並 不 足 以 讓 我 發 動 這 片 領 土 上 可 憐 的 窮 人 進 行 全 民 騷 亂。 我 還 是 會 繼 續 支 持 {s46}。 就 算 我 做 錯 了 上 天 也 會 原 諒 我。 
str_rebellion_refuse_martial|對 不 起。 {s45}有 一 個 很 好 的 主 張， 但 這 不 足 以 令 我 對 {s46}倒 戈。 我 將 依 然 忠 於 我 的 君 主。 
str_rebellion_refuse_quarrelsome|不。 你 擁 護 的 {s45}太 嫩 了， 沒 有 能 力 管 理 這 片 領 地。 我 還 是 緊 隨 {s46}。 
str_talk_later_martial|現 在 不 是 談 政 治 的 時 候！ 我 今 天 帶 著 許 多 追 隨 我 的 領 主 來， 他 們 都 全 副 武 裝 准 備 戰 鬥。 你 最 好 做 好 准 備 開 始 作 戰。 
str_talk_later_quarrelsome|你 指 望 現 在 和 我 談 背 叛 我 君 主 的 事 情， 就 在 這 四 周 都 是 他 的 軍 隊 的 時 候？ 你 當 我 是 什 麼？ 一 個 地 道 的 白 痴？ 
str_talk_later_pitiless|閉 嘴！ 現 在 四 周 都 是 我 方 的 軍 隊， 此 時 此 地， 我 怎 麼 會 討 論 這 件 事。 
str_talk_later_cunning|此 時 此 地 完 全 不 適 合 進 行 這 樣 一 場 談 話。 也 許 我 們 可 以 過 一 會 或 者 在 其 它 地 方 再 談， 但 現 在 我 們 依 然 是 敵 人。 
str_talk_later_sadistic|你 應 該 閉 上 你 的 鳥 嘴！ 你 能 想 像 如 果 其 他 的 封 臣 聽 到 我 們 討 論 叛 國 的 事 情， 那 個 後 果 有 多 嚴 重 嗎？ 
str_talk_later_goodnatured|你 想 和 我 談 叛 國 的 事 情 是 嗎？ 還 是 等 我 們 未 被 我 君 主 的 軍 隊 包 圍 的 時 候 再 談 吧， 那 時 候 我 將 聽 聽 你 要 說 什 麼。 
str_talk_later_upstanding|不 管 我 對 王 位 更 替 的 合 法 性 怎 麼 看， 我 也 不 會 在 此 時 此 地 拿 出 來 討 論。 如 果 我 們 下 次 能 私 下 見 面 的 話， 我 將 好 好 聽 聽 你 的 想 法。 但 是 現 在， 請 把 我 當 作 是 你 的 敵 人。 
str_gossip_about_character_default|據 說 {s6}沒 什 麼 有 趣 的 個 性。 
str_gossip_about_character_martial|據 說 {s6}是 個 戰 爭 狂。 
str_gossip_about_character_quarrelsome|據 說 {s6}很 快 就 要 和 另 一 個 領 主 開 戰， 因 為 那 個 人 拿 他 的 鼻 子 開 玩 笑。 
str_gossip_about_character_selfrighteous|我 聽 說 {s6}處 死 了 一 名 隨 從 因 為 那 個 不 幸 的 家 伙 在 他 的 獵 場 裡 殺 死 了 一 頭 鹿。 
str_gossip_about_character_cunning|據 說 {s6}是 個 狡 猾 的 對 手。 
str_gossip_about_character_sadistic|據 說 {s6}喜 歡 折 磨 他 的 敵 人。 我 可 不 想 和 他 作 對。 
str_gossip_about_character_goodnatured|據 說 {s6}是 個 好 人， 很 善 待 他 領 地 上 的 人 民。 所 作 所 為 比 大 多 數 貴 族 都 好。 
str_gossip_about_character_upstanding|人 們 都 說 替 {s6}工 作 是 件 不 錯 的 事。 他 對 他 的 屬 下 很 好， 如 果 他 們 干 的 好 還 會 有 回 報。 
str_latest_rumor|你 聽 到 關 於 {s6}的 最 近 一 次 傳 聞 是： 
str_changed_my_mind_martial|不 過， 你 的 滔 滔 雄 辯 讓 我 重 新 考 慮 了 我 的 立 場。 
str_changed_my_mind_quarrelsome|可 我 覺 得 你 的 話 好 歹 把 我 繞 進 去 了， 你 這 混 蛋。 我 聽 著 呢。 
str_changed_my_mind_pitiless|可 你 像 這 樣 懇 求 我， 我 還 是 勉 為 其 難， 重 新 考 慮 下 吧。 
str_changed_my_mind_cunning|可 是 你 看， 你 還 真 是 個 能 說 會 道 的 混 蛋， 讓 人 印 像 深 刻。 我 聽 著 呢。 
str_changed_my_mind_sadistic|可 你 真 是 巧 舌 如 簧， 替 自 己 吹 得 天 花 亂 墜 的， 讓 我 還 不 能 馬 上 拒 絕 你。 
str_changed_my_mind_goodnatured|但 是 你 說 得 很 好， 所 以 我 會 試 著 不 抱 偏 見。 
str_changed_my_mind_upstanding|不 過， 你 的 觀 點 很 有 道 理。 我 聽 著 呢。 
str_swadian_rebellion_pretender_intro|我 是 艾 索 娜， 斯 瓦 迪 亞 的 合 法 女 王。 
str_vaegir_rebellion_pretender_intro|我 叫 維 迪 姆。 有 人 叫 我“雜 種”。 我 是 維 吉 亞 的 一 名 王 子， 但 是 根 據 我 的 權 利 我 應 該 做 他 們 的 國 王， 而 不 是 我 的 堂 兄 弟 亞 羅 格 爾 克。 
str_khergit_rebellion_pretender_intro|我 是 達 斯 塔 姆 可 汗， 是 傑 拉 克 可 汗 的 兒 子， 也 是 庫 吉 特 的 合 法 可 汗。 
str_nord_rebellion_pretender_intro|我 是 先 知 勒 斯 汶， 卡 拉 迪 亞 諾 德 人 合 法 國 王 老 哈 克 瑞 姆 的 兒 子。 
str_rhodok_rebellion_pretender_intro|我 是 凱 斯 托 領 主， 羅 多 克 的 合 法 國 王， 我 將 推 翻 暴 君， 帶 給 羅 多 克 人 民 自 由。 
str_sarranid_rebellion_pretender_intro|我 是 阿 瓦 爾， 別 人 都 叫 我 珍 珠 之 光， 薩 蘭 德 人 的 母 親， 他 們 的 合 法 女 王。 
str_swadian_rebellion_pretender_story_1|我 是 伊 斯 特 瑞 奇 國 王 唯 一 的 孩 子。 雖 然 我 是 女 性， 但 他 像 對 待 兒 子 一 樣 愛 我， 父 親 多 次 在 顯 貴 們 面 前 宣 稱 我 是 他 的 繼 承 人， 沒 人 懷 疑 他 的 決 定。 沒 有 法 律 禁 止 一 個 女 人 作 為 統 治 者， 是 的， 我 們 斯 瓦 迪 亞 人 一 直 在 傳 頌 著 那 些 在 遙 遠 的 過 去 統 治 我 們 的 女 勇 士。 
str_vaegir_rebellion_pretender_story_1|在 我 小 時 候 父 親 就 去 世 了， 他 的 兄 弟 貝 爾 勒 克 作 為 攝 政 王 照 顧 我。 這 個 篡 位 者 並 沒 有 打 算 將 王 冠 給 我， 他 利 用 權 力 指 控 我 母 親 通 奸， 同 時 聲 稱 我 不 是 父 親 所 生， 母 親 被 以 叛 國 罪 處 決， 而 我 被 宣 布 為 私 生 子。 
str_khergit_rebellion_pretender_story_1|塞 加 可 汗 和 我 是 老 可 汗 傑 拉 克 同 父 異 母 的 兄 弟。 我 是 幼 子， 但 所 有 認 識 老 可 汗 的 人 都 會 證 明 父 親 最 器 重 我， 因 為 我 對 國 家 有 強 烈 的 責 任 感。 而 塞 加 整 天 忙 於 狩 獵 和 宴 會， 借 此 籠 絡 了 大 部 分 父 親 手 下 那 些 自 甘 墮 落 的 將 軍。 
str_nord_rebellion_pretender_story_1|我 被 稱 為 先 知， 是 因 為 我 游 歷 了 漫 長 的 路 途， 即 使 以 諾 德 人 的 標 准 來 說 也 很 漫 長， 就 是 為 了 尋 求 知 識。 在 我 年 輕 的 時 候， 父 親 將 我 送 到 海 外 旅 行， 在 很 多 宮 廷 和 大 學 裡 學 習。 你 需 要 明 白， 一 旦 諾 德 人 將 自 己 稱 為 卡 拉 迪 亞 帝 國 的 後 人， 那 麼 他 們 一 定 要 行 動 起 來， 去 了 解 法 律 和 文 書 工 作， 而 不 要 只 滿 足 於 戰 鬥 、 掠 奪 和 美 酒。 
str_rhodok_rebellion_pretender_story_1|羅 多 克 人 是 自 由 之 民， 不 是 任 何 世 襲 君 主 的 奴 隸。 國 王 是 從 主 要 的 幾 個 貴 族 家 族 中 產 生， 傑 爾 喀 拉， 維 魯 加 和 亞 倫 的 大 部 分 貴 族 組 成 議 會 負 責 選 出 國 王。 議 會 在 傑 爾 喀 拉 附 近 的 一 塊 平 原 召 開， 評 議 期 間 禁 止 一 切 人 攜 帶 武 器， 否 則 將 會 被 處 死。 
str_sarranid_rebellion_pretender_story_1|我 出 生 於 一 片 遙 遠 大 陸 上 一 個 地 位 卑 下 的 家 庭， 在 我 還 是 一 個 小 女 孩 的 時 候 成 為 了 奴 隸— — 但 這 沒 什 麼 好 羞 愧 的， 我 們 許 多 國 王 的 母 親 都 曾 是 奴 隸。 老 蘇 丹， 艾 扎 爾， 在 市 場 中 發 現 了 我 並 被 我 的 美 貌 所 吸 引。 我 就 此 被 收 入 宮 中， 而 後 他 逐 漸 發 現 並 看 重 我 的 才 智。 隨 著 他 逐 漸 老 去， 他 准 許 我 治 理 他 的 國 家。 一 開 始 我 還 只 是 管 理 宮 廷 事 務， 後 來 開 始 處 理 國 政。 
str_swadian_rebellion_pretender_story_2|當 父 親 駕 崩 後， 他 的 表 親 哈 勞 斯 對 貴 族 進 行 了 勸 說， 認 為 沒 有 一 個 斯 瓦 迪 亞 國 王 會 指 定 女 人 作 為 繼 承 人， 他 指 責 父 親 是 因 為 瘋 了 才 任 命 我 為 國 王， 也 因 此 我 的 權 力 並 不 合 法， 在 這 樣 的 情 況 下， 他 是 我 父 親 最 親 近 的 男 性 親 戚， 理 應 繼 承 王 位。 
str_vaegir_rebellion_pretender_story_2|我 被 一 個 忠 誠 的 僕 人 偷 偷 帶 到 了 國 外， 現 在 我 長 大 了， 我 回 來 奪 回 我 應 有 的 權 力。 貝 爾 勒 克 在 他 背 叛 不 久 後 就 死 了， 毫 無 疑 問， 這 是 天 意！ 他 的 兒 子 亞 羅 格 爾 克 現 在 自 封 為 國 王， 但 他 的 聲 明 充 滿 了 惡 臭， 他 和 他 父 親 一 樣 是 篡 位 者， 而 我 將 推 翻 他 的 統 治。 
str_khergit_rebellion_pretender_story_2|根 據 庫 吉 特 的 傳 統， 當 一 個 男 人 去 世 後， 他 的 遺 產 將 平 均 分 給 他 的 所 有 兒 子， 可 汗 也 是 如 此。 但 我 得 知 父 親 駕 崩 的 消 息 時， 我 正 在 巡 視 邊 境， 這 時 我 立 即 返 回 了 圖 爾 加， 准 備 給 予 塞 加 他 應 得 的 部 分， 並 和 他 平 分 汗 國。 但 當 我 到 達 時， 我 得 知 他 已 經 帶 領 支 持 者 衝 進 了 宮 廷， 宣 稱 他 為 唯 一 的 可 汗。 
str_nord_rebellion_pretender_story_2|父 親 駕 崩 時 我 已 經 完 成 了 學 業， 但 我 趕 回 去 繼 承 王 位 時， 我 的 船 遭 遇 了 風 暴。 父 親 手 下 一 個 叫 拉 格 納 的 領 主 抓 住 了 這 個 機 會， 傳 播 我 遇 難 的 謠 言。 他 招 集 了 自 己 的 支 持 者， 宣 稱 自 己 為 國 王， 在 過 去 幾 年 時 間 不 斷 強 化 自 己 的 權 力。 
str_rhodok_rebellion_pretender_story_2|在 最 後 的 選 舉 中 有 兩 個 候 選 人， 我 和 葛 瑞 福 斯 領 主。 在 議 會 評 議 時， 葛 瑞 福 斯 手 持 武 器 闖 了 進 來， 告 訴 貴 族 們 一 隊 斯 瓦 迪 亞 部 隊 正 衝 向 議 會 所 在 地， 老 實 說， 這 是 事 實， 葛 瑞 福 斯 告 訴 貴 族， 如 果 自 己 不 能 當 國 王， 那 麼 就 將 率 領 部 隊 離 開， 留 下 貴 族 們 面 對 敵 人。 
str_sarranid_rebellion_pretender_story_2|當 艾 扎 爾 蘇 丹 去 世 之 後， 貌 似 國 內 的 酋 長 們 都 支 持 我 繼 承 王 位， 如 此 就 可 以 免 除 內 戰 的 風 險。 不 過 他 們 堅 持 我 必 須 下 嫁 他 們 中 的 一 個， 拜 巴 克 酋 長。 酋 長 們 隨 後 聯 合 起 來 向 我 們 宣 誓 效 忠— —拜 巴 克 掌 握 軍 權， 我 則 成 為 國 母。 在 我 們 攜 手 共 治 的 那 段 時 間 裡， 我 們 的 國 度 欣 欣 向 榮。 
str_swadian_rebellion_pretender_story_3|我 得 承 認， 詛 咒 哈 勞 斯 和 聽 命 於 他 的 叛 國 者 不 會 起 任 何 作 用， 但 我 同 樣 相 信， 任 由 他 操 縱 的 地 方 官 是 被 收 買 了 的。 這 都 無 所 謂， 我 將 召 集 一 支 忠 誠 的 軍 隊， 以 對 老 國 王 的 懷 念 和 意 志 為 榮 的 軍 隊。 如 果 任 何 人 懷 疑 女 人 能 行 使 權 力， 那 我 將 會 以 推 翻 哈 勞 斯 的 非 法 王 位 作 為 證 明。 
str_vaegir_rebellion_pretender_story_3|我 將 忍 受“私 生 子” 的 污 名， 直 到 在 所 有 維 吉 亞 人 面 前 恢 復 我 權 力， 以 此 提 醒 自 己 必 須 堅 持 下 去。 
str_khergit_rebellion_pretender_story_3|我 的 兄 弟 認 為 庫 吉 特 人 只 會 聽 命 於 強 者： 一 個 想 要 什 麼 就 能 得 到 什 麼 的 領 袖。 但 是 我 想 他 曲 解 了 我 的 人 民 的 意 圖— — 我 們 欽 佩 一 個 堅 定 的 領 袖， 但 是 我 們 更 需 要 一 個 正 確 的 領 袖， 並 且 我 們 知 道 一 個 不 尊 重 他 兄 弟 的 權 利 的 人 是 不 會 尊 重 他 的 追 隨 者 的 權 利 的。 
str_nord_rebellion_pretender_story_3|所 以 我 仍 被 放 逐 中— — 只 是 現 在 我 不 再 尋 找 遙 遠 大 陸 的 賢 人 來 指 導 我 的 智 慧， 而 是 勇 士， 來 和 我 一 起 回 到 諾 德 的 領 地 奪 回 我 的 王 位。 如 果 拉 格 納 懷 疑 我 管 理 的 才 能， 那 麼 讓 他 面 對 面 地 和 我 說， 我 們 將 會 在 戰 場 上 對 話。 作 為 一 個 戰 士 能 成 為 一 個 學 者， 學 者 亦 能 成 為 戰 士， 而 我 認 為， 只 有 能 將 二 者 合 二 為 一 的 人 才 是 真 正 的 王 者！ 
str_rhodok_rebellion_pretender_story_3|很 好， 葛 瑞 福 斯 打 敗 了 斯 瓦 迪 亞 人， 作 為 一 個 羅 多 克 人， 我 很 高 興。 但 我 當 上 國 王 時， 我 會 將 勝 利 花 環 戴 在 他 的 頭 上， 之 後， 我 會 將 他 的 頭 從 他 肩 膀 上 扭 下 來， 作 為 他 背 叛 羅 多 克 聯 邦 和 神 聖 法 規 的 代 價。 
str_sarranid_rebellion_pretender_story_3|但 不 幸 的 是， 拜 巴 克 很 快 在 一 場 和 庫 吉 特 人 的 遭 遇 戰 中 陣 亡。 本 來 在 我 知 曉 這 個 噩 耗 的 同 時， 我 就 可 以 准 備 好 抵 御 一 切 可 能 的 背 叛。 可 惜， 我 丈 夫 那 不 懷 好 意 的 侄 子 哈 基 姆 帶 著 他 的 手 下 馬 不 停 蹄 前 來 逼 宮， 將 我 趕 出 宮 來， 自 封 蘇 丹。 就 是 這 樣— — 我 要 集 結 起 一 支 我 自 己 的 軍 隊， 以 報 答 他 的“好 意”。 
str_swadian_rebellion_monarch_response_1|艾 索 娜 認 為 她 應 該 是 斯 瓦 迪 亞 的 國 王？ 伊 斯 特 瑞 奇 國 王 太 溺 愛 他 的 女 兒 了， 但 一 個 善 良 的 國 王 對 人 民 來 說 是 一 種 災 難。 艾 索 娜 也 許 告 訴 你 什 麼 古 代 女 勇 士 的 故 事， 但 你 也 許 能 記 得， 所 有 的 傳 說 都 只 有 一 種 結 局— — 斯 瓦 迪 亞 被 卡 拉 德 帝 國 的 軍 隊 蹂 躪。 
str_vaegir_rebellion_monarch_response_1|如 果 維 迪 姆 帶 著 和 平 而 來， 我 會 給 他 爵 位 和 榮 譽， 他 會 成 為 我 最 大 的 諸 侯， 而 如 果 他 帶 著 軍 隊 而 來， 我 會 用 鐵 鏈 綁 住 他， 讓 他 在 我 面 前 承 認 我 是 合 法 的 君 主， 然 後 割 掉 他 的 舌 頭， 讓 他 不 能 反 悔。 
